body,title
"
Steve Jobs fue un genio que revolucionó los teléfonos inteligentes, las computadoras personales y la manera de escuchar música. Apple, empresa que fundó, afianzó un mercado que aún deja grandes ganancias a su familia. 

De acuerdo con la revista Forbes, Laurene Powell Jobs (viuda de Steve Jobs), heredó miles de millones en acciones de Apple y Disney. Actualmente posee una fortuna de 21 mil millones de dólares. 

Tal posición económica permite que sus hijos lo tengan todo. Eve Jobs es la menor de la familia. Nació en 1998, el mismo año de lanzamiento del iMac, y ha destacado por sus innumerables éxitos y talentos. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Eve Jobs (@evecjobs) el 21 de Abr de 2020 a las 10:14 PDT




La joven de 22 años es aficionada a los caballos. Desde que era una niña estaba cerca de ellos y pronto empezó a participar en competiciones de salto. En 2019, compitió con el equipo de Estados Unidos en la Copa de las Naciones Longines y sorprendió con sus habilidades. 


“Tengo todo un equipo que me apoya y trabaja tanto cada día para hacer posible que participe en este deporte, y a un nivel tan alto, que siempre quiero tener buenos resultados y que estén orgullosos de mí”, dijo en entrevista con EFE. 





 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Eve Jobs (@evecjobs) el 15 de Ago de 2019 a las 5:23 PDT




Recomendamos: Así es la rutina diaria del hombre más rico del mundo 

Ha ganado el Gran Premio CSI 3 de $ 130,000 dólares en el Split Rock Jumping Tour de Lexington, Kentucky. También el Gran Premio de $100,000 dólares Reliable Rentals en Columbia Británica, Canadá.

Pero su talento no se limita al deporte. Estudia en la Universidad de Stanford, la cual ocupa la segunda posición entre las mejores universidades de Estados Unidos. Esta escuela es la principal proveedora de talento para empresas de Sillicon Valley. Eve se graduará en 2021. 

A través de Instagram, comparte imágenes de su vida universitaria. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

  



 

 



 

 

 




 

 


Una publicación compartida por Eve Jobs (@evecjobs) el 4 de Nov de 2018 a las 3:11 PST




Eve Jobs ama viajar por el mundo. Antes de la pandemia por coronavirus, visitó Florencia, Italia y Falsterbo, Suecia. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



  

 



 

 

 



I keep speaking French in Italy

Una publicación compartida por  Eve Jobs (@evecjobs) el 12 de Oct de 2019 a las 10:30 PDT




También tiene un rancho de 3.5 acres en Wellington, Florida, que su madre compró para ella. Está valuado en 15.3 millones de dólares.

Aunque su estilo de vida incluye fiestas, constantes días de playa, piscinas y galerías de arte, asegura que se mantiene humilde gracias al deporte. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Eve Jobs (@evecjobs) el 12 de Feb de 2019 a las 10:18 PST



 





 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Eve Jobs (@evecjobs) el 20 de Jun de 2019 a las 5:30 PDT





“Montar siempre te mantiene humilde. Es genial ver que tu arduo trabajo vale la pena. Me ha enseñado independencia, dedicación y perseverancia, que puedo aplicar a todos los ámbitos de mi vida”, dijo a Upper Echelon Academy. 





 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Eve Jobs (@evecjobs) el 11 de May de 2019 a las 2:24 PDT




Lee: La intensa rutina diaria de Mark Zuckerberg, creador de Facebook  
",
